task,base_task,requested_length,sample_id,method,executed_path,configured_sampled_quantile_sample_count,configured_index_bits_per_token,index_build_seconds,qk_prebuild_seconds,qk_prebuild_layers,qk_batched_allocation_layers,packed_qmse_sample_count,packed_qmse_value_sketch_rank,packed_qmse_value_sketch_bits,packed_qmse_value_sketch_executed,packed_qmse_value_sketch_tail_alpha,packed_qmse_debug_value_sketch_disabled,sampled_candidate_overflow_fraction,sampled_quantile_fallback,metric,score,prediction,answers,prompt_tokens,prefix_tokens,suffix_tokens,generated_tokens,configured_attention_fraction,configured_attention_tokens,configured_candidate_fraction,configured_projection_dim,configured_score_mode,attention_link_ratio,exact_qk_ratio,estimated_retained_mass,temporal_reuse_rate,gpu_kv_storage_ratio,scan_dimension_fraction,diagnostics_enabled,prefill_seconds,query_seconds,decode_seconds,online_seconds,total_seconds
niah_single_1_4096,niah_single_1,4096,niah_single_1_4096_2,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,1.0,The special magic number for capable-radiosonde mentioned in the provided text is: 7374122.,"[""7374122""]",3691,3651,40,22,1.0,3651,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,1.3794074691832066,0.053200419060885906,0.7395562203601003,0.7927566394209862,2.1721641086041927
niah_single_1_4096,niah_single_1,4096,niah_single_1_4096_2,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1024,306.0,0.0,0.4048259472474456,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match,1.0,The special magic number for capable-radiosonde mentioned in the provided text is: 7374122.,"[""7374122""]",3691,3651,40,22,0.07011777595179403,256,0.07011777595179403,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.0697149876086783,0.0,0.0,0.0,1.0,0.0,True,1.0232234001159668,0.4566593626514077,1.8074265830218792,2.264085945673287,3.2873093457892537
niah_single_1_8192,niah_single_1,8192,niah_single_1_8192_0,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,1.0,5218028,"[""5218028""]",7885,7849,36,3,1.0,7849,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,2.4994266368448734,0.059593867510557175,0.11416778713464737,0.17376165464520454,2.673188291490078
niah_single_1_8192,niah_single_1,8192,niah_single_1_8192_0,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1280,306.0,0.0,0.2703526150435209,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match,1.0,5218028,"[""5218028""]",7885,7849,36,3,0.06000764428589629,471,0.06000764428589629,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.05983866285981486,0.0,0.0,0.0,1.0,0.0,True,2.503623431548476,0.3292867885902524,0.8216323684900999,1.1509191570803523,3.6545425886288285
niah_single_1_8192,niah_single_1,8192,niah_single_1_8192_8,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,1.0,The special magic number for stale-spaghetti mentioned in the provided text is: 6438436.,"[""6438436""]",7891,7851,40,22,1.0,7851,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,2.511343378573656,0.05805000476539135,0.843188994564116,0.9012389993295074,3.4125823779031634
niah_single_1_8192,niah_single_1,8192,niah_single_1_8192_8,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1280,306.0,0.0,0.27658026199787855,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match,1.0,The special magic number for stale-spaghetti mentioned in the provided text is: 6438436.,"[""6438436""]",7891,7851,40,22,0.06011972997070437,472,0.06011972997070437,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.060511151282768516,0.0,0.0,0.0,1.0,0.0,True,2.51800705678761,0.33483975660055876,1.731710090301931,2.0665498469024897,4.5845569036901
niah_single_1_16384,niah_single_1,16384,niah_single_1_16384_6,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,1.0,The special magic number for swift-bronze mentioned in the provided text is: 2375453.,"[""2375453""]",15688,15650,38,21,1.0,15650,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,6.085580508224666,0.09419596195220947,1.2395053496584296,1.333701311610639,7.419281819835305
niah_single_1_16384,niah_single_1,16384,niah_single_1_16384_6,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1280,306.0,0.0,0.27153250109404325,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match,1.0,The special magic number for swift-bronze mentioned in the provided text is: 2375453.,"[""2375453""]",15688,15650,38,21,0.06,939,0.06,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.05999301027504262,0.0,0.0,0.0,1.0,0.0,True,6.111882071942091,0.3653877628967166,1.7036886932328343,2.069076456129551,8.180958528071642
niah_single_1_32768,niah_single_1,32768,niah_single_1_32768_4,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,1.0,6363836,"[""6363836""]",32491,32451,40,3,1.0,32451,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,17.16272553987801,0.16261234693229198,0.2934026010334492,0.45601494796574116,17.618740487843752
niah_single_1_32768,niah_single_1,32768,niah_single_1_32768_4,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1792,306.0,0.0,0.3054860820993781,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match,1.0,6363836,"[""6363836""]",32491,32451,40,3,0.03944408492804536,1280,0.03944408492804536,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.038394797581584185,0.0,0.0,0.0,1.0,0.0,True,17.333662105724216,0.4699279507622123,0.9010453401133418,1.370973290875554,18.70463539659977
