task,base_task,requested_length,sample_id,method,executed_path,configured_sampled_quantile_sample_count,configured_index_bits_per_token,index_build_seconds,qk_prebuild_seconds,qk_prebuild_layers,qk_batched_allocation_layers,packed_qmse_sample_count,packed_qmse_value_sketch_rank,packed_qmse_value_sketch_bits,packed_qmse_value_sketch_executed,packed_qmse_value_sketch_tail_alpha,packed_qmse_debug_value_sketch_disabled,sampled_candidate_overflow_fraction,sampled_quantile_fallback,metric,score,prediction,answers,prompt_tokens,prefix_tokens,suffix_tokens,generated_tokens,configured_attention_fraction,configured_attention_tokens,configured_candidate_fraction,configured_projection_dim,configured_score_mode,attention_link_ratio,exact_qk_ratio,estimated_retained_mass,temporal_reuse_rate,gpu_kv_storage_ratio,scan_dimension_fraction,diagnostics_enabled,prefill_seconds,query_seconds,decode_seconds,online_seconds,total_seconds
niah_single_1_4096,niah_single_1,4096,niah_single_1_4096_1,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,1.0,4612365.,"[""4612365""]",3682,3648,34,4,1.0,3648,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,1.3652816470712423,0.05112140625715256,0.16614345647394657,0.21726486273109913,1.5825465098023415
niah_single_1_4096,niah_single_1,4096,niah_single_1_4096_1,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1024,306.0,0.0,0.3792933616787195,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match,1.0,4612365.,"[""4612365""]",3682,3648,34,4,0.07017543859649122,256,0.07017543859649122,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.07215043118806841,0.0,0.0,0.0,1.0,0.0,True,1.0185431241989136,0.42002569418400526,1.0072551956400275,1.4272808898240328,2.4458240140229464
niah_single_1_4096,niah_single_1,4096,niah_single_1_4096_9,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,1.0,7210606.,"[""7210606""]",3685,3649,36,4,1.0,3649,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,1.0197103647515178,0.04448070377111435,0.12792909145355225,0.1724097952246666,1.1921201599761844
niah_single_1_4096,niah_single_1,4096,niah_single_1_4096_9,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1024,306.0,0.0,0.2540557077154517,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match,1.0,7210606.,"[""7210606""]",3685,3649,36,4,0.07015620718004933,256,0.07015620718004933,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.07232396974179439,0.0,0.0,0.0,1.0,0.0,True,1.0206489637494087,0.29735306091606617,0.8095882711932063,1.1069413321092725,2.127590295858681
niah_single_1_8192,niah_single_1,8192,niah_single_1_8192_7,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,1.0,7273233.,"[""7273233""]",7888,7850,38,4,1.0,7850,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,2.4993235589936376,0.05966004077345133,0.15261017344892025,0.21227021422237158,2.711593773216009
niah_single_1_8192,niah_single_1,8192,niah_single_1_8192_7,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1280,306.0,0.0,0.26954213809221983,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match,1.0,7273233.,"[""7273233""]",7888,7850,38,4,0.06,471,0.06,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.06015808194435642,0.0,0.0,0.0,1.0,0.0,True,2.514172093011439,0.32861393969506025,0.9818700086325407,1.310483948327601,3.82465604133904
niah_single_1_16384,niah_single_1,16384,niah_single_1_16384_5,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,1.0,The special magic number for cowardly-duckling mentioned in the provided text is: 5130808.,"[""5130808""]",15691,15651,40,22,1.0,15651,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,6.093719754368067,0.09354897402226925,1.3060509525239468,1.399599926546216,7.493319680914283
niah_single_1_16384,niah_single_1,16384,niah_single_1_16384_5,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1280,306.0,0.0,0.2859653737396002,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match,1.0,The special magic number for cowardly-duckling mentioned in the provided text is: 5130808.,"[""5130808""]",15691,15651,40,22,0.06006006006006006,940,0.06006006006006006,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.060090826563146835,0.0,0.0,0.0,1.0,0.0,True,6.2860869616270065,0.38347136694937944,1.7625465150922537,2.146017882041633,8.43210484366864
niah_single_1_32768,niah_single_1,32768,niah_single_1_32768_3,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,1.0,5793722,"[""5793722""]",32485,32449,36,3,1.0,32449,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,19.363907129503787,0.1792796878144145,0.3157078307121992,0.4949875185266137,19.8588946480304
niah_single_1_32768,niah_single_1,32768,niah_single_1_32768_3,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1792,306.0,0.0,0.31232692301273346,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match,1.0,5793722,"[""5793722""]",32485,32449,36,3,0.03944651607137354,1280,0.03944651607137354,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.03827731601369308,0.0,0.0,0.0,1.0,0.0,True,20.70805390831083,0.49619206320494413,0.8750248746946454,1.3712169378995895,22.07927084621042
