task,base_task,requested_length,sample_id,method,executed_path,configured_sampled_quantile_sample_count,configured_index_bits_per_token,index_build_seconds,qk_prebuild_seconds,qk_prebuild_layers,qk_batched_allocation_layers,packed_qmse_sample_count,packed_qmse_value_sketch_rank,packed_qmse_value_sketch_bits,packed_qmse_value_sketch_executed,packed_qmse_value_sketch_tail_alpha,packed_qmse_debug_value_sketch_disabled,sampled_candidate_overflow_fraction,sampled_quantile_fallback,metric,score,prediction,answers,prompt_tokens,prefix_tokens,suffix_tokens,generated_tokens,configured_attention_fraction,configured_attention_tokens,configured_candidate_fraction,configured_projection_dim,configured_score_mode,attention_link_ratio,exact_qk_ratio,estimated_retained_mass,temporal_reuse_rate,gpu_kv_storage_ratio,scan_dimension_fraction,diagnostics_enabled,prefill_seconds,query_seconds,decode_seconds,online_seconds,total_seconds
niah_single_1_4096,niah_single_1,4096,niah_single_1_4096_5,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,1.0,5918715.,"[""5918715""]",3697,3653,44,4,1.0,3653,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,1.3653220757842064,0.05259542819112539,0.16382417362183332,0.21641960181295872,1.581741677597165
niah_single_1_4096,niah_single_1,4096,niah_single_1_4096_5,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1024,306.0,0.0,0.4108253913000226,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match,1.0,5918715.,"[""5918715""]",3697,3653,44,4,0.07007938680536545,256,0.07007938680536545,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.06976045240046641,0.0,0.0,0.0,1.0,0.0,True,1.021653400734067,0.47202072851359844,1.1358422078192234,1.6078629363328218,2.629516337066889
niah_single_1_8192,niah_single_1,8192,niah_single_1_8192_3,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,1.0,The special magic number for nondescript-rotation mentioned in the provided text is: 3653446.,"[""3653446""]",7891,7851,40,22,1.0,7851,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,2.5028747487813234,0.05911247618496418,0.8437232654541731,0.9028357416391373,3.4057104904204607
niah_single_1_8192,niah_single_1,8192,niah_single_1_8192_3,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1280,306.0,0.0,0.2733889976516366,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match,1.0,The special magic number for nondescript-rotation mentioned in the provided text is: 3653446.,"[""3653446""]",7891,7851,40,22,0.06011972997070437,472,0.06011972997070437,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.060497084261547,0.0,0.0,0.0,1.0,0.0,True,2.5146563313901424,0.3319377861917019,1.9018036387860775,2.2337414249777794,4.748397756367922
niah_single_1_16384,niah_single_1,16384,niah_single_1_16384_1,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,1.0,1959074,"[""1959074""]",15685,15649,36,3,1.0,15649,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,6.089375536888838,0.09423866402357817,0.17683512065559626,0.2710737846791744,6.360449321568012
niah_single_1_16384,niah_single_1,16384,niah_single_1_16384_1,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1280,306.0,0.0,0.2816835790872574,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match,1.0,1959074,"[""1959074""]",15685,15649,36,3,0.0600038341108058,939,0.0600038341108058,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.059606649805824724,0.0,0.0,0.0,1.0,0.0,True,6.182088044472039,0.37646059039980173,0.7938982360064983,1.1703588264063,7.352446870878339
niah_single_1_16384,niah_single_1,16384,niah_single_1_16384_9,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,1.0,The special magic number for orange-mangle mentioned in the provided text is: 6304573.,"[""6304573""]",15685,15649,36,20,1.0,15649,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,6.335856373421848,0.09793761000037193,1.228031164035201,1.325968774035573,7.661825147457421
niah_single_1_16384,niah_single_1,16384,niah_single_1_16384_9,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1280,306.0,0.0,0.2826569676399231,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match,1.0,The special magic number for orange-mangle mentioned in the provided text is: 6304573.,"[""6304573""]",15685,15649,36,20,0.0600038341108058,939,0.0600038341108058,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.06012715441715251,0.0,0.0,0.0,1.0,0.0,True,6.8928468227386475,0.38488705828785896,1.6108716037124395,1.9957586620002985,8.888605484738946
niah_single_1_32768,niah_single_1,32768,niah_single_1_32768_7,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,1.0,7838382,"[""7838382""]",32485,32449,36,3,1.0,32449,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,19.941218159161508,0.18021082691848278,0.3237331435084343,0.5039439704269171,20.445162129588425
niah_single_1_32768,niah_single_1,32768,niah_single_1_32768_7,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1792,306.0,0.0,0.28388855792582035,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match,1.0,7838382.,"[""7838382""]",32485,32449,36,4,0.03944651607137354,1280,0.03944651607137354,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.03835942850780324,0.0,0.0,0.0,1.0,0.0,True,20.784131173044443,0.46796371787786484,0.9158077575266361,1.383771475404501,22.167902648448944
