task,base_task,requested_length,sample_id,method,executed_path,configured_sampled_quantile_sample_count,configured_index_bits_per_token,index_build_seconds,qk_prebuild_seconds,qk_prebuild_layers,qk_batched_allocation_layers,packed_qmse_sample_count,packed_qmse_value_sketch_rank,packed_qmse_value_sketch_bits,packed_qmse_value_sketch_executed,packed_qmse_value_sketch_tail_alpha,packed_qmse_debug_value_sketch_disabled,sampled_candidate_overflow_fraction,sampled_quantile_fallback,metric,score,prediction,answers,prompt_tokens,prefix_tokens,suffix_tokens,generated_tokens,configured_attention_fraction,configured_attention_tokens,configured_candidate_fraction,configured_projection_dim,configured_score_mode,attention_link_ratio,exact_qk_ratio,estimated_retained_mass,temporal_reuse_rate,gpu_kv_storage_ratio,scan_dimension_fraction,diagnostics_enabled,prefill_seconds,query_seconds,decode_seconds,online_seconds,total_seconds
niah_single_1_4096,niah_single_1,4096,niah_single_1_4096_0,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,1.0,8090293.,"[""8090293""]",3688,3650,38,4,1.0,3650,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,1.3720199568197131,0.053840975277125835,0.16379354614764452,0.21763452142477036,1.5896544782444835
niah_single_1_4096,niah_single_1,4096,niah_single_1_4096_0,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1024,306.0,0.0,0.4111696733161807,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match,1.0,8090293.,"[""8090293""]",3688,3650,38,4,0.07013698630136986,256,0.07013698630136986,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.07046462882419705,0.0,0.0,0.0,1.0,0.0,True,1.0331296836957335,0.4548226138576865,1.0518886130303144,1.506711226888001,2.5398409105837345
niah_single_1_4096,niah_single_1,4096,niah_single_1_4096_8,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,0.0,I cannot verify the special magic number for loving-cockroach mentioned in the provided text. Is there anything else I can help you with?,"[""5663623""]",3688,3650,38,28,1.0,3650,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,1.0326913259923458,0.04381299205124378,0.8821448730304837,0.9259578650817275,1.9586491910740733
niah_single_1_4096,niah_single_1,4096,niah_single_1_4096_8,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1024,306.0,0.0,0.25865497440099716,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match,0.0,I cannot verify the special magic number for loving-cockroach mentioned in the provided text. Is there anything else I can help you with?,"[""5663623""]",3688,3650,38,28,0.07013698630136986,256,0.07013698630136986,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.06976084329048551,0.0,0.0,0.0,1.0,0.0,True,1.03430406562984,0.3032337175682187,2.0747880414128304,2.378021758981049,3.412325824610889
niah_single_1_8192,niah_single_1,8192,niah_single_1_8192_6,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,1.0,9517169,"[""9517169""]",7894,7852,42,3,1.0,7852,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,2.526460421271622,0.058839114382863045,0.11526827048510313,0.17410738486796618,2.7005678061395884
niah_single_1_8192,niah_single_1,8192,niah_single_1_8192_6,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1280,306.0,0.0,0.2724899062886834,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match,1.0,9517169,"[""9517169""]",7894,7852,42,3,0.06011207335710647,472,0.06011207335710647,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.060545844218387164,0.0,0.0,0.0,1.0,0.0,True,2.534675902687013,0.331175671890378,0.8454396910965443,1.1766153629869223,3.7112912656739354
niah_single_1_16384,niah_single_1,16384,niah_single_1_16384_4,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,1.0,2140194,"[""2140194""]",15691,15651,40,3,1.0,15651,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,6.1035546865314245,0.09295176435261965,0.17703325673937798,0.2699850210919976,6.373539707623422
niah_single_1_16384,niah_single_1,16384,niah_single_1_16384_4,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1280,306.0,0.0,0.28293362632393837,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match,1.0,2140194,"[""2140194""]",15691,15651,40,3,0.06006006006006006,940,0.06006006006006006,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.060198908745963974,0.0,0.0,0.0,1.0,0.0,True,6.130668841302395,0.3769622938707471,0.8765231473371387,1.2534854412078857,7.384154282510281
niah_single_1_32768,niah_single_1,32768,niah_single_1_32768_2,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,1.0,5013879.,"[""5013879""]",32488,32450,38,4,1.0,32450,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,17.226509789936244,0.1646725693717599,0.3930398151278496,0.5577123844996095,17.784222174435854
niah_single_1_32768,niah_single_1,32768,niah_single_1_32768_2,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1792,306.0,0.0,0.29064693581312895,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match,1.0,5013879.,"[""5013879""]",32488,32450,38,4,0.039445300462249616,1280,0.039445300462249616,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.038334305001423534,0.0,0.0,0.0,1.0,0.0,True,18.04396613035351,0.46404451690614223,0.9870435763150454,1.4510880932211876,19.495054223574698
