benchmark,task,method,samples,exact_accuracy,avg_rouge_l,avg_score,avg_prompt_tokens,token_ratio_vs_full_raw,avg_seconds,speedup_vs_full_raw
__overall__,__overall__,full_raw,80,0.3125,0.1056871358900714,0.34630481656974815,10439.275,1.0,8.526447463361546,1.0
__overall__,__overall__,recent_plus_retrieval_raw_k2,80,0.2375,0.10338704732465331,0.2713072942712776,3399.0875,0.3256057053770497,6.088857704412658,1.400336134835659
__overall__,__overall__,recent_plus_span_top3_b0_a0,80,0.2875,0.10798624627507653,0.32215985271999226,2805.6,0.26875429567666337,5.880960348836379,1.4498393047401874
__overall__,__overall__,router_safe_v5,80,0.275,0.11177111446632276,0.309162841632631,3119.65,0.29883780243359814,6.079603180929553,1.4024677614004863
longbench,2wikimqa,full_raw,10,0.3,0.05136612825253799,0.3,8135.7,1.0,6.421042190724984,1.0
longbench,2wikimqa,recent_plus_retrieval_raw_k2,10,0.4,0.06489317984246991,0.4,3477.2,0.4274002237053972,4.661647645942867,1.3774190325846178
longbench,2wikimqa,recent_plus_span_top3_b0_a0,10,0.5,0.06532016080029734,0.5,3614.1,0.44422729451675946,4.714775171549991,1.3618978545299447
longbench,2wikimqa,router_safe_v5,10,0.5,0.07002138497067503,0.5,3461,0.42540899984021047,4.6618902052752675,1.377347365122222
longbench,gov_report,full_raw,10,0,0.12247785185297998,0.12247785185297998,10682.7,1.0,13.074291188176721,1.0
longbench,gov_report,recent_plus_retrieval_raw_k2,10,0,0.12533095698853175,0.12533095698853175,3427.4,0.32083649264699,10.17105750394985,1.2854406912063394
longbench,gov_report,recent_plus_span_top3_b0_a0,10,0,0.11527324323994809,0.11527324323994809,1563.8,0.1463862132232488,9.563875799579545,1.3670494538157327
longbench,gov_report,router_safe_v5,10,0,0.12949344454145806,0.12949344454145806,3073.3,0.28768944180778266,10.206896701315419,1.280927158446873
longbench,hotpotqa,full_raw,10,0.8,0.09255166234087257,0.8,13455,1.0,8.605570037243888,1.0
longbench,hotpotqa,recent_plus_retrieval_raw_k2,10,0.6,0.07534773136307664,0.6,3588.3,0.26668896321070235,4.7123822684399785,1.8261612804371956
longbench,hotpotqa,recent_plus_span_top3_b0_a0,10,0.5,0.06969618750263912,0.5,3521.8,0.26174656261612783,4.686953662103042,1.8360689389411542
longbench,hotpotqa,router_safe_v5,10,0.5,0.07489308037134124,0.5,3583.4,0.26632478632478634,4.777645016787574,1.8012158724655858
longbench,multi_news,full_raw,10,0,0.1479606807050054,0.1479606807050054,1671.6,1.0,9.70784831000492,1.0
longbench,multi_news,recent_plus_retrieval_raw_k2,10,0,0.14512739718168882,0.14512739718168882,2012.9,1.2041756401052885,9.6977973097004,1.0010364209504015
longbench,multi_news,recent_plus_span_top3_b0_a0,10,0,0.16200557851998984,0.16200557851998984,1354.1,0.8100622158411103,9.60067076543346,1.0111635475468386
longbench,multi_news,router_safe_v5,10,0,0.14380928851959018,0.14380928851959018,818.1,0.4894113424264178,9.844698733557015,0.9860990745114808
longbench,musique,full_raw,10,0.1,0.043138611175695576,0.1,16745.5,1.0,10.034233834594488,1.0
longbench,musique,recent_plus_retrieval_raw_k2,10,0.1,0.03927577665647655,0.1,3792.9,0.2265026425009704,4.789432403445244,2.0950778692223393
longbench,musique,recent_plus_span_top3_b0_a0,10,0.1,0.03478116710875332,0.1,3654.7,0.2182496790182437,4.7305029346607625,2.121176960080265
longbench,musique,router_safe_v5,10,0.1,0.03658026755852843,0.1,3378.6,0.20176166731360665,4.656101286550983,2.155072069325057
longbench,passage_count,full_raw,10,0.1,0.0,0.1,15875.5,1.0,7.158806084655225,1.0
longbench,passage_count,recent_plus_retrieval_raw_k2,10,0,0.0,0.0,3734.5,0.2352366854587257,5.0481287313159555,1.4181108417948476
longbench,passage_count,recent_plus_span_top3_b0_a0,10,0.1,0.004878048780487806,0.1,1571.7,0.09900160624862209,4.261927616270259,1.6797108560281255
longbench,passage_count,router_safe_v5,10,0,0.0,0.0,3734.5,0.2352366854587257,4.960946966614574,1.4430321736618974
longbench,passage_retrieval_en,full_raw,10,1,0.11998042139346486,1.0,12423.3,1.0,8.011551139177755,1.0
longbench,passage_retrieval_en,recent_plus_retrieval_raw_k2,10,0.7,0.09804692891649412,0.7,3678.5,0.29609685027327687,4.732251598592848,1.692968129919385
longbench,passage_retrieval_en,recent_plus_span_top3_b0_a0,10,1,0.14451946930207799,1.0,3690.1,0.29703057963665047,4.723915270715952,1.6959557231778062
longbench,passage_retrieval_en,router_safe_v5,10,1,0.14451946930207799,1.0,3690.1,0.29703057963665047,4.731514388415962,1.693231908750445
longbench,qasper,full_raw,10,0.2,0.26802173140001473,0.2,4524.9,1.0,5.198236922314391,1.0
longbench,qasper,recent_plus_retrieval_raw_k2,10,0.1,0.2790744076484887,0.1,3481,0.7692987690335699,4.89816417391412,1.0612622888384085
longbench,qasper,recent_plus_span_top3_b0_a0,10,0.1,0.26741611494641876,0.1,3474.5,0.7678622731994078,4.765061570378021,1.0909065592413754
longbench,qasper,router_safe_v5,10,0.1,0.29485198046691125,0.1,3218.2,0.7112201374616014,4.797132148919627,1.0836134509000543
