task,base_task,requested_length,sample_id,method,executed_path,configured_sampled_quantile_sample_count,configured_index_bits_per_token,index_build_seconds,qk_prebuild_seconds,qk_prebuild_layers,qk_batched_allocation_layers,packed_qmse_sample_count,packed_qmse_value_sketch_rank,packed_qmse_value_sketch_bits,packed_qmse_value_sketch_executed,packed_qmse_value_sketch_tail_alpha,packed_qmse_debug_value_sketch_disabled,sampled_candidate_overflow_fraction,sampled_quantile_fallback,metric,score,prediction,answers,prompt_tokens,prefix_tokens,suffix_tokens,generated_tokens,configured_attention_fraction,configured_attention_tokens,configured_candidate_fraction,configured_projection_dim,configured_score_mode,attention_link_ratio,exact_qk_ratio,estimated_retained_mass,temporal_reuse_rate,gpu_kv_storage_ratio,scan_dimension_fraction,diagnostics_enabled,prefill_seconds,query_seconds,decode_seconds,online_seconds,total_seconds
niah_single_1_4096,niah_single_1,4096,niah_single_1_4096_7,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,1.0,The special magic number for harmonious-uniform mentioned in the provided text is: 2338687.,"[""2338687""]",3688,3650,38,21,1.0,3650,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,1.3749820394441485,0.05442001856863499,0.7073238603770733,0.7617438789457083,2.136725918389857
niah_single_1_4096,niah_single_1,4096,niah_single_1_4096_7,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1024,306.0,0.0,0.3479338623583317,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match,1.0,The special magic number for harmonious-uniform mentioned in the provided text is: 2338687.,"[""2338687""]",3688,3650,38,21,0.07013698630136986,256,0.07013698630136986,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.06977486121037112,0.0,0.0,0.0,1.0,0.0,True,1.0322983674705029,0.39170223474502563,1.8787368116900325,2.270439046435058,3.302737413905561
niah_single_1_8192,niah_single_1,8192,niah_single_1_8192_5,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,1.0,The special magic number for quick-vane mentioned in the provided text is: 2785277.,"[""2785277""]",7885,7849,36,20,1.0,7849,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,2.5312483618035913,0.05962580256164074,0.7670708084478974,0.8266966110095382,3.3579449728131294
niah_single_1_8192,niah_single_1,8192,niah_single_1_8192_5,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1280,306.0,0.0,0.2568440604954958,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match,1.0,The special magic number for quick-vane mentioned in the provided text is: 2785277.,"[""2785277""]",7885,7849,36,20,0.06000764428589629,471,0.06000764428589629,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.0604726540233707,0.0,0.0,0.0,1.0,0.0,True,2.5428704414516687,0.3162310905754566,1.6348646832630038,1.9510957738384604,4.493966215290129
niah_single_1_16384,niah_single_1,16384,niah_single_1_16384_3,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,1.0,2344047,"[""2344047""]",15682,15648,34,3,1.0,15648,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,6.155643333680928,0.09199484251439571,0.17673463188111782,0.26872947439551353,6.424372808076441
niah_single_1_16384,niah_single_1,16384,niah_single_1_16384_3,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1280,306.0,0.0,0.270709628239274,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match,1.0,2344047,"[""2344047""]",15682,15648,34,3,0.06000766871165644,939,0.06000766871165644,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.06001291954265765,0.0,0.0,0.0,1.0,0.0,True,6.201458647847176,0.36247602477669716,0.7909205509349704,1.1533965757116675,7.354855223558843
niah_single_1_32768,niah_single_1,32768,niah_single_1_32768_1,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,1.0,5652512,"[""5652512""]",32485,32449,36,3,1.0,32449,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,17.434009643271565,0.1650263275951147,0.2931230589747429,0.4581493865698576,17.892159029841423
niah_single_1_32768,niah_single_1,32768,niah_single_1_32768_1,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1792,306.0,0.0,0.28046970535069704,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match,1.0,5652512,"[""5652512""]",32485,32449,36,3,0.03944651607137354,1280,0.03944651607137354,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.03834753857110242,0.0,0.0,0.0,1.0,0.0,True,17.68940826691687,0.4478689869865775,0.8636928210034966,1.3115618079900742,19.000970074906945
niah_single_1_32768,niah_single_1,32768,niah_single_1_32768_9,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,1.0,1327691,"[""1327691""]",32488,32450,38,3,1.0,32450,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,17.86269616149366,0.1679547969251871,0.29593796096742153,0.46389275789260864,18.326588919386268
niah_single_1_32768,niah_single_1,32768,niah_single_1_32768_9,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1792,306.0,0.0,0.28264955151826143,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match,1.0,1327691,"[""1327691""]",32488,32450,38,3,0.039445300462249616,1280,0.039445300462249616,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.038229225180060944,0.0,0.0,0.0,1.0,0.0,True,18.166313726454973,0.4522850541397929,0.8609983697533607,1.3132834238931537,19.479597150348127
