layer,head,group,token_count,query_count,mean_selected_tokens_per_query,score_mean,score_std,score_min,score_p10,score_p25,score_p50,score_p75,score_p90,score_p99,score_max,weight_mean,weight_std,weight_min,weight_p10,weight_p25,weight_p50,weight_p75,weight_p90,weight_p99,weight_max,sampled_value_count
0,10,score_top_90pct,634573,128,4957.6015625,0.6597722513810237,2.75540089154349,-5.9375,-2.46875,-1.046875,0.72265625,2.640625,4.53125,8.8125,17.0,0.0002017173468689496,0.004782859657488821,4.220055416226387e-09,8.475035429000854e-08,2.868473529815674e-07,1.3932585716247559e-06,7.3909759521484375e-06,3.743171691894531e-05,0.00145721435546875,0.66015625,200000
0,11,score_top_90pct,634573,128,4957.6015625,15.031145993053597,4.062818807263313,5.75,10.375,12.4375,15.3125,18.5,21.5,26.5,32.25,0.00020169479739541192,0.0009000576477188476,8.905772119760513e-09,4.842877388000488e-07,2.0265579223632812e-06,1.2993812561035156e-05,9.5367431640625e-05,0.0004291534423828125,0.0035552978515625,0.1083984375,200000
0,12,score_top_90pct,634573,128,4957.6015625,-6.264536323478051,4.753986321952426,-20.375,-12.75,-9.3125,-5.40625,-2.890625,-0.9375,3.109375,20.625,0.00020173369103395312,0.0111389144965829,1.5126788710517758e-15,2.2737367544323206e-12,5.32054400537163e-11,2.066371962428093e-09,7.35744833946228e-08,2.205371856689453e-06,0.00067138671875,1.0,200000
0,13,score_top_90pct,634573,128,4957.6015625,-7.923873935824759,4.942930162897707,-20.125,-15.4375,-12.1875,-7.375,-4.34375,-2.375,1.6484375,9.875,0.0002017123881827039,0.003867351251744056,5.435651928564766e-13,1.1004885891452432e-10,3.0995579436421394e-09,3.6694109439849854e-07,8.404254913330078e-06,6.246566772460938e-05,0.003173828125,0.9453125,200000
0,14,score_top_90pct,634573,128,4957.6015625,-2.0286330146998206,2.9115267249125547,-8.9375,-5.875,-4.3125,-2.328125,-0.1650390625,1.9296875,5.625,18.875,0.0002017179202100021,0.009513423582873555,8.128608897095546e-12,1.0040821507573128e-09,1.0593794286251068e-08,1.6111880540847778e-07,2.3245811462402344e-06,2.300739288330078e-05,0.0012359619140625,1.0,200000
0,15,score_top_90pct,634573,128,4957.6015625,-1.0093011702351562,2.802341774435059,-9.75,-4.8125,-3.1875,-1.2421875,0.70703125,2.484375,6.09375,21.875,0.00020167854612593606,0.008500727123635077,2.540190280342358e-13,1.709850039333105e-09,3.585591912269592e-08,6.183981895446777e-07,7.867813110351562e-06,5.817413330078125e-05,0.001800537109375,1.0,200000
1,0,score_top_90pct,634573,128,4957.6015625,-1.330423651764078,2.361281886530239,-7.71875,-4.59375,-3.3125,-1.7578125,-0.0830078125,1.5,4.46875,14.75,0.00020169243424214523,0.006622265305528158,1.1859810911118984e-09,1.816079020500183e-07,7.897615432739258e-07,4.1425228118896484e-06,2.2411346435546875e-05,9.679794311523438e-05,0.00130462646484375,0.890625,200000
1,1,score_top_90pct,634573,128,4957.6015625,-1.9065195841152731,2.3577434952168588,-8.0,-4.3125,-3.046875,-1.5546875,0.0141143798828125,1.46875,4.0625,10.8125,0.00020167098758598916,0.0060993908752902904,1.146690919995308e-08,8.903443813323975e-07,2.950429916381836e-06,1.1920928955078125e-05,4.9114227294921875e-05,0.0001811981201171875,0.00191497802734375,0.80078125,200000
1,2,score_top_90pct,634573,128,4957.6015625,-1.1848757350147772,2.859592230307094,-8.25,-4.28125,-2.8125,-0.90234375,1.1015625,2.9375,6.5,19.375,0.0002017193581651418,0.006733778219764809,8.128608897095546e-12,1.7826096154749393e-09,1.525040715932846e-08,1.6111880540847778e-07,1.5273690223693848e-06,9.834766387939453e-06,0.00022029876708984375,0.7890625,200000
1,3,score_top_90pct,634573,128,4957.6015625,-2.2122085970713155,3.072395935763893,-10.75,-5.875,-4.25,-2.171875,0.0556640625,2.09375,5.625,18.0,0.00020171685778198032,0.009827411027931098,1.5575096767861396e-11,3.65253072232008e-09,2.4097971618175507e-08,2.1886080503463745e-07,2.000480890274048e-06,1.3470649719238281e-05,0.0003013908863067627,0.875,200000
