task,base_task,requested_length,sample_id,method,executed_path,configured_sampled_quantile_sample_count,configured_index_bits_per_token,index_build_seconds,qk_prebuild_seconds,qk_prebuild_layers,qk_batched_allocation_layers,packed_qmse_sample_count,packed_qmse_value_sketch_rank,packed_qmse_value_sketch_bits,packed_qmse_value_sketch_executed,packed_qmse_value_sketch_tail_alpha,packed_qmse_debug_value_sketch_disabled,sampled_candidate_overflow_fraction,sampled_quantile_fallback,metric,score,prediction,answers,prompt_tokens,prefix_tokens,suffix_tokens,generated_tokens,configured_attention_fraction,configured_attention_tokens,configured_candidate_fraction,configured_projection_dim,configured_score_mode,attention_link_ratio,exact_qk_ratio,estimated_retained_mass,temporal_reuse_rate,gpu_kv_storage_ratio,scan_dimension_fraction,diagnostics_enabled,prefill_seconds,query_seconds,decode_seconds,online_seconds,total_seconds
niah_single_1_65536,niah_single_1,65536,niah_single_1_65536_0,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,1.0,8290770.,"[""8290770""]",64891,64851,40,4,1.0,64851,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,64.29514658544213,0.32675184216350317,0.7171772737056017,1.0439291158691049,65.33907570131123
niah_single_1_65536,niah_single_1,65536,niah_single_1_65536_0,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,3328,306.0,0.0,0.4798700837418437,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match,1.0,8290770.,"[""8290770""]",64891,64851,40,4,0.019737552235123593,1280,0.019737552235123593,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.01886484964917941,0.0,0.0,0.0,1.0,0.0,True,64.22824668884277,0.7897454686462879,1.269028034992516,2.058773503638804,66.28702019248158
niah_single_1_65536,niah_single_1,65536,niah_single_1_65536_2,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,1.0,4188992.,"[""4188992""]",64885,64849,36,4,1.0,64849,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,64.65253517311066,0.3098052926361561,0.6933133322745562,1.0031186249107122,65.65565379802138
niah_single_1_65536,niah_single_1,65536,niah_single_1_65536_2,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,3328,306.0,0.0,0.27878977730870247,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match,1.0,4188992.,"[""4188992""]",64885,64849,36,4,0.01973816095853444,1280,0.01973816095853444,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.01890814047052353,0.0,0.0,0.0,1.0,0.0,True,64.72937750536948,0.5882899668067694,1.1405359376221895,1.728825904428959,66.45820340979844
niah_single_1_65536,niah_single_1,65536,niah_single_1_65536_4,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,1.0,8235969.,"[""8235969""]",64885,64849,36,4,1.0,64849,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,64.80107810813934,0.3106000367552042,0.6921626031398773,1.0027626398950815,65.80384074803442
niah_single_1_65536,niah_single_1,65536,niah_single_1_65536_4,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,3328,306.0,0.0,0.27657829970121384,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match,1.0,8235969.,"[""8235969""]",64885,64849,36,4,0.01973816095853444,1280,0.01973816095853444,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.018687927970860656,0.0,0.0,0.0,1.0,0.0,True,64.88367418386042,0.5868670213967562,1.1268618451431394,1.7137288665398955,66.59740305040032
niah_single_1_131072,niah_single_1,131072,niah_single_1_131072_1,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,1.0,7166651.,"[""7166651""]",130882,130848,34,4,1.0,130848,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,221.33720109891146,0.5985488211736083,1.306739485822618,1.9052883069962263,223.2424894059077
niah_single_1_131072,niah_single_1,131072,niah_single_1_131072_1,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,6656,306.0,0.0,0.29213636089116335,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match,1.0,7166651.,"[""7166651""]",130882,130848,34,4,0.009782342871117632,1280,0.009782342871117632,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.009348397814778983,0.0,0.0,0.0,1.0,0.0,True,221.22672618553042,0.904090179130435,1.5260352101176977,2.4301253892481327,223.65685157477856
niah_single_1_131072,niah_single_1,131072,niah_single_1_131072_3,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,1.0,5487028.,"[""5487028""]",130885,130849,36,4,1.0,130849,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,221.48406198993325,0.6003372147679329,1.3020713394507766,1.9024085542187095,223.38647054415196
niah_single_1_131072,niah_single_1,131072,niah_single_1_131072_3,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,6656,306.0,0.0,0.2864558221772313,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match,1.0,5487028.,"[""5487028""]",130885,130849,36,4,0.009782268110570199,1280,0.009782268110570199,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.009459013182461522,0.0,0.0,0.0,1.0,0.0,True,221.35913222189993,0.9019079301506281,1.5001348350197077,2.4020427651703358,223.76117498707026
