task,base_task,requested_length,sample_id,method,executed_path,configured_sampled_quantile_sample_count,configured_index_bits_per_token,index_build_seconds,qk_prebuild_seconds,qk_prebuild_layers,qk_batched_allocation_layers,packed_qmse_sample_count,packed_qmse_value_sketch_rank,packed_qmse_value_sketch_bits,packed_qmse_value_sketch_executed,packed_qmse_value_sketch_tail_alpha,packed_qmse_debug_value_sketch_disabled,sampled_candidate_overflow_fraction,sampled_quantile_fallback,metric,score,prediction,answers,prompt_tokens,prefix_tokens,suffix_tokens,generated_tokens,configured_attention_fraction,configured_attention_tokens,configured_candidate_fraction,configured_projection_dim,configured_score_mode,attention_link_ratio,exact_qk_ratio,estimated_retained_mass,temporal_reuse_rate,gpu_kv_storage_ratio,scan_dimension_fraction,diagnostics_enabled,prefill_seconds,query_seconds,decode_seconds,online_seconds,total_seconds
qa_hotpot_131072,qa_hotpot,131072,qa_hotpot_131072_3,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match_part,1.0,No,"[""no""]",124672,124645,27,1,1.0,124645,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,181.012540390715,0.5664875330403447,0.3402913389727473,0.906778872013092,181.9193192627281
qa_hotpot_131072,qa_hotpot,131072,qa_hotpot_131072_3,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,6400,306.0,0.0,0.32529726810753345,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match_part,1.0,No,"[""no""]",124672,124645,27,1,0.010269164426972602,1280,0.010269164426972602,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.009087259030195232,0.0,0.0,0.0,1.0,0.0,True,181.54512463882565,0.886637378949672,0.9487521257251501,1.835389504674822,183.38051414350048
qa_hotpot_131072,qa_hotpot,131072,qa_hotpot_131072_1,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match_part,0.0,The film Kiss and Tell is a 1945 American comedy film starring then 17-year-old Shirley Temple as Corliss Archer.,"[""Chief of Protocol""]",128200,128169,31,27,1.0,128169,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,191.1670881640166,0.5754222101531923,8.838267249055207,9.413689459208399,200.580777623225
qa_hotpot_131072,qa_hotpot,131072,qa_hotpot_131072_1,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,6656,306.0,0.0,0.17263336200267076,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match_part,0.0,"The woman who portrayed Corliss Archer in the film Kiss and Tell was Shirley Temple, who was a child actress and later became a diplomat, serving as the","[""Chief of Protocol""]",128200,128169,31,32,0.009986814284265306,1280,0.009986814284265306,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.00960436337480643,0.0,0.0,0.0,1.0,0.0,True,191.10878641996533,0.7520745960064232,3.9620350347831845,4.714109630789608,195.82289605075493
qa_hotpot_65536,qa_hotpot,65536,qa_hotpot_65536_4,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match_part,0.0,Adriana Trigiani,"[""Greenwich Village, New York City""]",65158,65129,29,6,1.0,65129,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,58.637448952998966,0.302508276887238,1.0662748022004962,1.3687830790877342,60.0062320320867
qa_hotpot_65536,qa_hotpot,65536,qa_hotpot_65536_4,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,3328,306.0,0.0,0.15897472389042377,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match_part,0.0,Adriana Trigiani,"[""Greenwich Village, New York City""]",65158,65129,29,6,0.019653303443934345,1280,0.019653303443934345,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.0193055577869581,0.0,0.0,0.0,1.0,0.0,True,58.669287886004895,0.4611418931744993,1.0085582840256393,1.4697001772001386,60.13898806320503
qa_hotpot_65536,qa_hotpot,65536,qa_hotpot_65536_2,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match_part,1.0,Animorphs,"[""Animorphs""]",61857,61818,39,3,1.0,61818,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,53.63671221397817,0.2981812348589301,0.5077128778211772,0.8058941126801074,54.44260632665828
qa_hotpot_65536,qa_hotpot,65536,qa_hotpot_65536_2,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,3328,306.0,0.0,0.16364579508081079,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match_part,1.0,Animorphs,"[""Animorphs""]",61857,61818,39,3,0.02070594325277427,1280,0.02070594325277427,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.02118133509071853,0.0,0.0,0.0,1.0,0.0,True,53.83828882686794,0.45646088290959597,0.8009790573269129,1.2574399402365088,55.09572876710445
qa_hotpot_65536,qa_hotpot,65536,qa_hotpot_65536_0,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match_part,0.0,No.,"[""yes""]",64579,64557,22,2,1.0,64557,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,57.88265200983733,0.2938189539127052,0.35143891209736466,0.6452578660100698,58.5279098758474
qa_hotpot_65536,qa_hotpot,65536,qa_hotpot_65536_0,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,3328,306.0,0.0,0.16661497112363577,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match_part,0.0,No.,"[""yes""]",64579,64557,22,2,0.01982743931719256,1280,0.01982743931719256,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.019211142794443282,0.0,0.0,0.0,1.0,0.0,True,57.706142608076334,0.4583564270287752,0.7372361649759114,1.1955925920046866,58.90173520008102
