task,base_task,requested_length,sample_id,method,executed_path,configured_sampled_quantile_sample_count,configured_index_bits_per_token,index_build_seconds,qk_prebuild_seconds,qk_prebuild_layers,qk_batched_allocation_layers,packed_qmse_sample_count,packed_qmse_value_sketch_rank,packed_qmse_value_sketch_bits,packed_qmse_value_sketch_executed,packed_qmse_value_sketch_tail_alpha,packed_qmse_debug_value_sketch_disabled,sampled_candidate_overflow_fraction,sampled_quantile_fallback,metric,score,prediction,answers,prompt_tokens,prefix_tokens,suffix_tokens,generated_tokens,configured_attention_fraction,configured_attention_tokens,configured_candidate_fraction,configured_projection_dim,configured_score_mode,attention_link_ratio,exact_qk_ratio,estimated_retained_mass,temporal_reuse_rate,gpu_kv_storage_ratio,scan_dimension_fraction,diagnostics_enabled,prefill_seconds,query_seconds,decode_seconds,online_seconds,total_seconds
niah_single_1_4096,niah_single_1,4096,niah_single_1_4096_4,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,1.0,The special magic number for roomy-devil mentioned in the provided text is: 3094235.,"[""3094235""]",3688,3650,38,21,1.0,3650,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,1.3756709909066558,0.05387353617697954,0.6942201368510723,0.7480936730280519,2.1237646639347076
niah_single_1_4096,niah_single_1,4096,niah_single_1_4096_4,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1024,306.0,0.0,0.37751029897481203,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match,1.0,The special magic number for roomy-devil mentioned in the provided text is: 3094235.,"[""3094235""]",3688,3650,38,21,0.07013698630136986,256,0.07013698630136986,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.06984359708594091,0.0,0.0,0.0,1.0,0.0,True,1.0361611554399133,0.4221689775586128,1.8400136576965451,2.262182635255158,3.298343790695071
niah_single_1_8192,niah_single_1,8192,niah_single_1_8192_2,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,1.0,The special magic number for tested-shout mentioned in the provided text is: 6707197.,"[""6707197""]",7885,7849,36,20,1.0,7849,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,2.522774170152843,0.06002650409936905,0.767750115133822,0.827776619233191,3.350550789386034
niah_single_1_8192,niah_single_1,8192,niah_single_1_8192_2,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1280,306.0,0.0,0.2742291949689388,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match,1.0,The special magic number for tested-shout mentioned in the provided text is: 6707197.,"[""6707197""]",7885,7849,36,20,0.06000764428589629,471,0.06000764428589629,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.06062065065076952,0.0,0.0,0.0,1.0,0.0,True,2.5171882966533303,0.3338409820571542,1.6308700563386083,1.9647110383957624,4.481899335049093
niah_single_1_16384,niah_single_1,16384,niah_single_1_16384_0,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,1.0,4652414,"[""4652414""]",15685,15649,36,3,1.0,15649,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,6.0762649439275265,0.09422740247100592,0.17713715601712465,0.27136455848813057,6.347629502415657
niah_single_1_16384,niah_single_1,16384,niah_single_1_16384_0,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1280,306.0,0.0,0.28532821126282215,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match,1.0,4652414,"[""4652414""]",15685,15649,36,3,0.0600038341108058,939,0.0600038341108058,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.059693788781928686,0.0,0.0,0.0,1.0,0.0,True,6.116234022192657,0.3797900350764394,0.8141138413920999,1.1939038764685392,7.310137898661196
niah_single_1_16384,niah_single_1,16384,niah_single_1_16384_8,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,1.0,7640184,"[""7640184""]",15685,15649,36,3,1.0,15649,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,6.146099994890392,0.09447306022047997,0.17784406524151564,0.2723171254619956,6.418417120352387
niah_single_1_16384,niah_single_1,16384,niah_single_1_16384_8,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1280,306.0,0.0,0.274073944427073,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match,1.0,7640184,"[""7640184""]",15685,15649,36,3,0.0600038341108058,939,0.0600038341108058,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.059803298754993836,0.0,0.0,0.0,1.0,0.0,True,6.220906688831747,0.36996931582689285,0.9282148089259863,1.2981841247528791,7.519090813584626
niah_single_1_32768,niah_single_1,32768,niah_single_1_32768_6,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,1.0,3563646,"[""3563646""]",32491,32451,40,3,1.0,32451,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,18.155681965872645,0.17191095743328333,0.30147302709519863,0.47338398452848196,18.629065950401127
niah_single_1_32768,niah_single_1,32768,niah_single_1_32768_6,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1792,306.0,0.0,0.28333899565041065,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match,1.0,3563646,"[""3563646""]",32491,32451,40,3,0.03944408492804536,1280,0.03944408492804536,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.03818187457681891,0.0,0.0,0.0,1.0,0.0,True,19.016089695505798,0.45580810867249966,0.8573861317709088,1.3131942404434085,20.329283935949206
