task,base_task,requested_length,sample_id,method,executed_path,configured_sampled_quantile_sample_count,configured_index_bits_per_token,index_build_seconds,qk_prebuild_seconds,qk_prebuild_layers,qk_batched_allocation_layers,packed_qmse_sample_count,packed_qmse_value_sketch_rank,packed_qmse_value_sketch_bits,packed_qmse_value_sketch_executed,packed_qmse_value_sketch_tail_alpha,packed_qmse_debug_value_sketch_disabled,sampled_candidate_overflow_fraction,sampled_quantile_fallback,metric,score,prediction,answers,prompt_tokens,prefix_tokens,suffix_tokens,generated_tokens,configured_attention_fraction,configured_attention_tokens,configured_candidate_fraction,configured_projection_dim,configured_score_mode,attention_link_ratio,exact_qk_ratio,estimated_retained_mass,temporal_reuse_rate,gpu_kv_storage_ratio,scan_dimension_fraction,diagnostics_enabled,prefill_seconds,query_seconds,decode_seconds,online_seconds,total_seconds
niah_single_1_4096,niah_single_1,4096,niah_single_1_4096_6,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,1.0,The special magic number for weak-jeweller mentioned in the provided text is: 2166941.,"[""2166941""]",3688,3650,38,21,1.0,3650,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,1.3730191942304373,0.05348273366689682,0.6897388454526663,0.7432215791195631,2.1162407733500004
niah_single_1_4096,niah_single_1,4096,niah_single_1_4096_6,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1024,306.0,0.0,0.387381543405354,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match,1.0,The special magic number for weak-jeweller mentioned in the provided text is: 2166941.,"[""2166941""]",3688,3650,38,21,0.07013698630136986,256,0.07013698630136986,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.06974766111910556,0.0,0.0,0.0,1.0,0.0,True,1.0318198408931494,0.49417498242110014,1.7279510777443647,2.222126060165465,3.2539459010586143
niah_single_1_8192,niah_single_1,8192,niah_single_1_8192_4,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,1.0,The special magic number for workable-chateau mentioned in the provided text is: 5418934.,"[""5418934""]",7888,7850,38,21,1.0,7850,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,2.5361015228554606,0.05969332158565521,0.8061502417549491,0.8658435633406043,3.401945086196065
niah_single_1_8192,niah_single_1,8192,niah_single_1_8192_4,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1280,306.0,0.0,0.2897678166627884,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match,1.0,The special magic number for workable-chateau mentioned in the provided text is: 5418934.,"[""5418934""]",7888,7850,38,21,0.06,471,0.06,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.06062542016363395,0.0,0.0,0.0,1.0,0.0,True,2.5509493984282017,0.35018684063106775,1.6675884816795588,2.0177753223106265,4.568724720738828
niah_single_1_16384,niah_single_1,16384,niah_single_1_16384_2,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,1.0,9910817,"[""9910817""]",15691,15651,40,3,1.0,15651,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,6.189833550713956,0.09455011039972305,0.17757736891508102,0.2721274793148041,6.46196103002876
niah_single_1_16384,niah_single_1,16384,niah_single_1_16384_2,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1280,306.0,0.0,0.27855516131967306,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match,1.0,9910817,"[""9910817""]",15691,15651,40,3,0.06006006006006006,940,0.06006006006006006,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.060230315739442604,0.0,0.0,0.0,1.0,0.0,True,6.2870268281549215,0.37379199638962746,0.8064403496682644,1.1802323460578918,7.467259174212813
niah_single_1_32768,niah_single_1,32768,niah_single_1_32768_0,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,1.0,8963715,"[""8963715""]",32488,32450,38,3,1.0,32450,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,18.644228304736316,0.1750870207324624,0.30821734573692083,0.48330436646938324,19.1275326712057
niah_single_1_32768,niah_single_1,32768,niah_single_1_32768_0,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1792,306.0,0.0,0.2943518031388521,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match,1.0,8963715,"[""8963715""]",32488,32450,38,3,0.039445300462249616,1280,0.039445300462249616,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.03850500962825879,0.0,0.0,0.0,1.0,0.0,True,20.164327264763415,0.4769895598292351,0.863197642378509,1.3401872022077441,21.50451446697116
niah_single_1_32768,niah_single_1,32768,niah_single_1_32768_8,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,1.0,2044645,"[""2044645""]",32485,32449,36,3,1.0,32449,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,21.29802353773266,0.19836647249758244,0.3920638086274266,0.5904302811250091,21.88845381885767
niah_single_1_32768,niah_single_1,32768,niah_single_1_32768_8,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1792,306.0,0.0,0.29501779470592737,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match,1.0,2044645,"[""2044645""]",32485,32449,36,3,0.03944651607137354,1280,0.03944651607137354,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.038539889057978824,0.0,0.0,0.0,1.0,0.0,True,22.44335190579295,0.48910573683679104,0.8580806646496058,1.3471864014863968,23.79053830727935
